area,area_type,occupation,tot_emp,emp_prse,h_mean,a_mean,h_pct10,h_median,h_pct90,a_pct10,a_median,a_pct90
A1,2,Dietitians and Nutritionists,890,16.9,24.33,50610,13.76,24.27,34.73,28610,50490,72240
A1,2,Optometrists,410,16.1,45.9,95460,23.13,38.91,76.97,48110,80930,160100
A1,2,Pharmacists,5330,3.3,58.44,121550,41.74,58.53,74.28,86830,121750,154510
A1,2,Anesthesiologists,710,26.3,90,#,90,#,90,90,90,90
A1,2,Family and General Practitioners,600,13,95.62,198890,57.93,87.26,90,120500,181510,90
A1,2,"Internists, General",470,23.6,120.36,250340,64.45,#,90,134060,90,90
A1,2,Obstetricians and Gynecologists,180,29.6,103.89,216100,22.05,#,90,45870,90,90
A1,2,"Pediatricians, General",460,17.9,91.37,190040,60.44,79.03,90,125710,164380,90
A1,2,Psychiatrists,440,46.2,94.91,197410,63.88,77.84,90,132860,161910,90
A1,2,Surgeons,220,33.8,115.53,240300,66.91,#,90,139180,90,90
A1,2,"Physicians and Surgeons, All Other",5300,4.1,117.11,243590,56.31,#,90,117120,90,90
A1,2,Physician Assistants,520,12.3,44.83,93240,26.86,45.38,62.05,55870,94400,129060
A1,2,Podiatrists,90,22.1,58.64,121970,20.85,52.16,90,43380,108500,90
A1,2,Occupational Therapists,1170,7.8,38.3,79660,24.85,37.14,56.21,51690,77250,116920
A1,2,Physical Therapists,2050,9,41.95,87250,27.18,41.74,58.49,56530,86820,121670
A1,2,Radiation Therapists,350,22,37.32,77630,26.64,35.72,50.49,55400,74300,105020
A1,2,Recreational Therapists,150,18.6,20.92,43520,13.28,19.28,33.11,27630,40090,68870
A1,2,Respiratory Therapists,2170,3.8,22.56,46930,16.44,22.25,29.43,34200,46280,61210
A1,2,Speech-Language Pathologists,1460,12.4,32.62,67850,21.78,31.09,47,45300,64670,97760
A1,2,Exercise Physiologists,60,12.2,21.05,43790,13.94,20.29,31.36,29000,42210,65230
A1,2,Veterinarians,860,9.4,37.5,78000,25.26,35.84,53.86,52550,74540,112030
A1,2,Registered Nurses,44000,2.6,27.35,56890,19.98,26.7,36.53,41550,55530,75980
A1,2,Nurse Anesthetists,1610,17.8,76.94,160030,54.3,74.37,90,112940,154700,90
A1,2,Nurse Practitioners,2020,5.6,45.11,93820,30.81,43.11,61.49,64090,89660,127910
A1,2,Audiologists,150,40.8,29.24,60820,16.29,31.12,43.51,33870,64730,90500
A1,2,Medical and Clinical Laboratory Technologists,2380,3.9,25.59,53230,17.75,25.71,34.69,36910,53480,72150
A1,2,Medical and Clinical Laboratory Technicians,2050,5.6,17.09,35550,10.58,16.6,24.73,22000,34520,51430
A1,2,Dental Hygienists,3040,5.9,21.34,44400,15.17,21.63,27.67,31550,44980,57550
A1,2,Cardiovascular Technologists and Technicians,650,6.8,21.8,45350,11.44,21.64,33.07,23800,45020,68780
A1,2,Diagnostic Medical Sonographers,1010,6.2,26.19,54470,18.29,26.28,35.24,38050,54660,73290
A1,2,Nuclear Medicine Technologists,330,5.5,29.28,60900,21,28.97,38.65,43670,60260,80400
A1,2,Radiologic Technologists,3290,4,22.58,46970,15.44,22.29,30.26,32120,46360,62940
A1,2,Magnetic Resonance Imaging Technologists,510,12.8,28.77,59850,22.54,28.57,36.59,46880,59420,76100
A1,2,Emergency Medical Technicians and Paramedics,3610,8.3,13.9,28910,8.73,12.9,21.39,18150,26820,44490
A1,2,Dietetic Technicians,100,16,18.16,37780,8.75,17.13,28.08,18200,35630,58410
A1,2,Pharmacy Technicians,7350,4.9,13.23,27520,9.55,12.78,18.03,19860,26590,37510
A1,2,Psychiatric Technicians,1040,13.1,12.88,26780,8.4,12.31,18.2,17470,25610,37860
A1,2,Respiratory Therapy Technicians,330,6,20.09,41790,13.93,20.5,26.7,28970,42640,55540
A1,2,Surgical Technologists,1680,3.6,17.11,35590,12.09,16.66,23.63,25140,34660,49150
A1,2,Veterinary Technologists and Technicians,910,18.6,14.03,29180,9.79,13.52,19.03,20370,28120,39570
A1,2,Ophthalmic Medical Technicians,380,19.1,14.7,30570,10.7,14.46,18.6,22250,30070,38680
A1,2,Licensed Practical and Licensed Vocational Nurses,14200,3.6,17.36,36100,12.58,17.31,22.59,26170,36010,47000
A1,2,Medical Records and Health Information Technicians,2650,4.1,15.95,33180,9.87,14.37,25.13,20530,29880,52270
A1,2,"Opticians, Dispensing",1080,12.2,14.42,29990,9.18,14.37,19.96,19090,29900,41520
A1,2,Orthotists and Prosthetists,120,29.3,35.62,74090,15.73,33.85,60.49,32720,70400,125830
A1,2,Hearing Aid Specialists,30,45.1,21.06,43810,9.91,24.8,31.04,20620,51590,64570
A1,2,"Health Technologists and Technicians, All Other",640,16.4,19.54,40640,11.14,17.61,29.21,23180,36630,60750
A1,2,Occupational Health and Safety Specialists,950,4,33.37,69420,18.74,33.79,46.88,38980,70280,97500
A1,2,Occupational Health and Safety Technicians,110,6.6,22.19,46150,8.79,22.83,34.22,18280,47480,71180
A1,2,Athletic Trainers,450,17.1,*,43240,*,*,*,31090,39380,60450
A1,2,"Healthcare Practitioners and Technical Workers, All Other",700,21.5,15.54,32330,9.79,13.45,23.36,20370,27980,48590
A1,2,Healthcare Support Occupations,50410,2.4,12.25,25480,8.18,11.11,18,17020,23110,37440
A1,2,Home Health Aides,4860,9,9.48,19720,7.73,9.07,12.28,16080,18870,25550
A1,2,Psychiatric Aides,1700,2.9,11.7,24330,8.59,11.41,15.07,17870,23730,31340
A1,2,Nursing Assistants,22740,4,10.65,22150,8.03,10.37,14.16,16700,21570,29460
A1,2,Orderlies,670,8.6,10.04,20880,7.89,9.62,13.28,16400,20000,27620
A1,2,Occupational Therapy Assistants,500,12.3,27.04,56240,18.4,27.43,36.09,38270,57050,75080
A1,2,Occupational Therapy Aides,120,19.8,12.41,25820,9.15,11.55,17.42,19040,24030,36230
A1,2,Physical Therapist Assistants,1860,6.5,25.25,52520,18.83,25.47,33.48,39160,52970,69640
A1,2,Physical Therapist Aides,610,16.1,11.82,24580,8.01,10.26,14.9,16660,21330,30990
A1,2,Massage Therapists,340,21.4,16.11,33520,7.99,12.56,34.56,16610,26130,71880
A1,2,Dental Assistants,3410,4.6,15.02,31240,10.48,14.57,20.51,21790,30300,42670
A1,2,Medical Assistants,6660,4.7,12.86,26740,9.41,12.42,17.63,19570,25830,36680
A1,2,Medical Equipment Preparers,1180,3.9,12.4,25800,9.07,12.22,16.36,18860,25420,34030
A1,2,Medical Transcriptionists,850,16.9,16.47,34250,9.25,16.33,23.9,19240,33970,49710
A1,2,Pharmacy Aides,540,47.3,10.96,22790,7.88,9.66,15.8,16390,20100,32870
A1,2,Veterinary Assistants and Laboratory Animal Caretakers,1150,17,11.27,23440,8.12,10.87,15.14,16890,22620,31480
A1,2,Phlebotomists,2140,7.3,13.19,27440,9.66,12.99,17.74,20100,27010,36900
A1,2,"Healthcare Support Workers, All Other",1080,7.9,14.17,29470,9.46,13.07,21.46,19680,27190,44630
A1,2,Protective Service Occupations,42380,1.4,17.34,36060,8.43,16.02,28.4,17530,33320,59070
A1,2,First-Line Supervisors of Correctional Officers,400,0.9,26.84,55830,17.27,26.42,37.78,35920,54960,78580
A1,2,First-Line Supervisors of Police and Detectives,1200,2.7,30.48,63390,19.04,28.37,44.97,39610,59020,93530
A1,2,First-Line Supervisors of Fire Fighting and Prevention Workers,1070,2.1,29.2,60730,19.68,28.26,41.74,40940,58770,86810
A1,2,"First-Line Supervisors of Protective Service Workers, All Other",850,17.2,21.21,44110,10.74,20.52,29.82,22330,42680,62020
A1,2,Firefighters,4950,2.3,19.13,39780,11.61,19.19,27.38,24150,39920,56950
A1,2,Fire Inspectors and Investigators,130,3.6,26.34,54780,16.94,25.76,36.27,35230,53590,75440
A1,2,Forest Fire Inspectors and Prevention Specialists,40,0,16.82,34990,12.34,14.35,25.21,25670,29860,52440
A1,2,Bailiffs,90,4.8,16.09,33470,10.43,16.53,20.95,21700,34380,43580
A1,2,Correctional Officers and Jailers,5400,1,17.18,35730,11.95,16.89,23.43,24860,35130,48730
A1,2,Detectives and Criminal Investigators,1200,1.2,29.12,60570,15.64,25.36,55.17,32540,52740,114760
A1,2,Fish and Game Wardens,200,0,25.38,52780,19.23,23.08,36.38,40010,48010,75660
A1,2,Parking Enforcement Workers,80,11.9,13.23,27520,10.02,12.83,17.69,20840,26680,36790
A1,2,Police and Sheriff's Patrol Officers,10440,1.5,20.38,42400,12.91,19.61,29.41,26860,40790,61170
A1,2,Animal Control Workers,220,3.4,14.48,30110,9.94,13.79,20.83,20670,28690,43320
A1,2,Private Detectives and Investigators,190,18.2,31.4,65300,11.65,31.24,49.41,24240,64970,102770
A1,2,Security Guards,12730,3.5,11.35,23610,7.81,9.72,17.91,16250,20220,37260
A1,2,Crossing Guards,520,5.5,9.74,20260,7.71,9.05,13.4,16040,18830,27880
A1,2,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1160,11.3,8.76,18230,7.66,8.64,10.75,15930,17980,22350
A1,2,Transportation Security Screeners,250,6.3,18.66,38810,15.98,17.85,21.84,33240,37120,45420
A1,2,"Protective Service Workers, All Other",1210,12,13.9,28920,7.86,10.72,25.53,16360,22300,53100
A1,2,Food Preparation and Serving Related Occupations,162060,1,9.67,20120,7.7,8.85,13.45,16010,18420,27970
A1,2,Chefs and Head Cooks,660,16.2,22.85,47530,13.25,21.64,34.83,27560,45010,72450
A1,2,First-Line Supervisors of Food Preparation and Serving Workers,15410,2.7,14.73,30650,9.34,13.56,22.93,19430,28200,47690
A1,2,"Cooks, Fast Food",8550,10,8.48,17640,7.66,8.56,9.52,15940,17810,19810
A1,2,"Cooks, Institution and Cafeteria",9680,3.9,9.29,19330,7.68,8.82,12.29,15970,18340,25560
A1,2,"Cooks, Restaurant",15320,5.9,10.13,21070,7.78,9.33,13.89,16180,19410,28880
A1,2,"Cooks, Short Order",2860,21.2,9.52,19790,7.86,9.52,11.55,16350,19800,24030
A1,2,"Cooks, All Other",390,30.8,14.52,30210,8.05,11.48,24.37,16750,23870,50680
A1,2,Food Preparation Workers,9990,9.5,9.42,19600,7.74,8.97,12.77,16110,18650,26560
A1,2,Bartenders,3270,7.1,9.88,20540,7.7,8.89,15.27,16020,18500,31750
A1,2,"Combined Food Preparation and Serving Workers, Including Fast Food",47280,3.7,8.53,17740,7.63,8.56,9.81,15880,17800,20410
A1,2,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",4260,13.7,9,18710,7.66,8.74,11.53,15930,18180,23970
A1,2,Waiters and Waitresses,30150,3.3,9.32,19380,7.68,8.75,11.93,15960,18200,24810
A1,2,"Food Servers, Nonrestaurant",1650,11.1,9.85,20490,7.71,8.98,13.33,16040,18690,27730
A1,2,Dining Room and Cafeteria Attendants and Bartender Helpers,2630,15.2,8.96,18640,7.7,8.73,11.38,16020,18160,23670
A1,2,Dishwashers,4950,8.8,8.69,18080,7.64,8.64,10.8,15900,17980,22450
A1,2,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4250,12.4,8.58,17850,7.63,8.57,10.01,15880,17820,20820
A1,2,"Food Preparation and Serving Related Workers, All Other",730,43.5,8.98,18690,7.61,8.64,11.43,15840,17980,23780
A1,2,Building and Grounds Cleaning and Maintenance Occupations,56800,1.9,11.28,23460,7.88,10.01,16.95,16390,20830,35260
A1,2,First-Line Supervisors of Housekeeping and Janitorial Workers,2240,5.1,17.42,36220,10.48,15.98,27.39,21800,33240,56970
A1,2,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1900,6.1,19.46,40480,11.03,17.98,30.43,22950,37400,63300
A1,2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",28830,2.6,10.33,21480,7.85,9.7,14.11,16340,20170,29350
A1,2,Maids and Housekeeping Cleaners,8990,5,9.04,18790,7.67,8.77,11.43,15960,18240,23770
A1,2,Pest Control Workers,1920,8.6,14.19,29520,8.22,14.02,21.48,17100,29160,44670
A1,2,Landscaping and Groundskeeping Workers,12280,4.5,12.03,25030,8.04,10.8,18.09,16730,22470,37620
A1,2,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",230,27.4,15.76,32770,11.33,14.75,22.37,23560,30680,46540
A1,2,Tree Trimmers and Pruners,330,22.6,17.71,36830,11.23,16.02,27.25,23360,33310,56690
A1,2,"Grounds Maintenance Workers, All Other",70,30.7,14.37,29880,9.41,11.25,24.14,19570,23390,50220
A1,2,Personal Care and Service Occupations,45150,1.9,10.58,22000,7.75,9.06,16.63,16110,18850,34590
A1,2,Gaming Supervisors,100,24.9,20.33,42280,15.17,18.88,28.32,31560,39280,58910
A1,2,Slot Supervisors,50,42.2,16.14,33560,9.43,11.35,33.44,19620,23600,69560
A1,2,First-Line Supervisors of Personal Service Workers,2610,4.3,15.97,33220,8.5,15.24,25.18,17680,31700,52370
A1,2,Animal Trainers,70,18,14.53,30220,8.2,11.37,24.04,17060,23640,50010
A1,2,Nonfarm Animal Caretakers,2460,11,9.75,20270,7.75,9.09,13.46,16110,18910,28000
A1,2,Gaming and Sports Book Writers and Runners,360,8,12.73,26480,9.43,12.81,16.44,19620,26640,34190
A1,2,Motion Picture Projectionists,40,32.7,9.88,20550,7.7,8.84,15.82,16020,18390,32910
A1,2,Amusement and Recreation Attendants,2310,7.7,8.74,18170,7.65,8.6,10.54,15910,17890,21920
A1,2,"Locker Room, Coatroom, and Dressing Room Attendants",70,9.2,11.18,23260,7.72,9.29,20.45,16060,19320,42540
A1,2,"Entertainment Attendants and Related Workers, All Other",300,19.4,10.36,21540,7.92,10.05,13.97,16480,20900,29060
A1,2,Embalmers,80,37.5,20.38,42380,12.77,18.63,32.31,26570,38750,67200
A1,2,Funeral Attendants,860,17.3,10.63,22100,7.72,9.4,16.28,16060,19560,33870
A1,2,"Morticians, Undertakers, and Funeral Directors",430,14.8,20.95,43580,14.18,20.94,27.18,29500,43550,56530
A1,2,"Hairdressers, Hairstylists, and Cosmetologists",3350,8.1,11.98,24910,7.87,10.22,17.65,16370,21260,36700
A1,2,Manicurists and Pedicurists,490,27.3,10.68,22210,7.8,9.48,15.9,16220,19720,33070
A1,2,Shampooers,110,30,8.67,18030,7.69,8.71,10.67,15990,18120,22190
A1,2,Skincare Specialists,300,31.9,17.14,35640,10.58,16.53,25.57,22000,34370,53180
A1,2,Baggage Porters and Bellhops,340,34.5,9.31,19370,7.78,9.29,11.44,16180,19320,23800
A1,2,Concierges,50,22.8,11.65,24220,8.53,11.59,14.7,17740,24110,30580
A1,2,Tour Guides and Escorts,290,20.9,11.16,23220,7.9,10.52,16.27,16430,21880,33840
A1,2,Childcare Workers,8460,3.7,8.99,18690,7.68,8.75,11.33,15970,18210,23570
A1,2,Personal Care Aides,11700,4.5,8.73,18150,7.66,8.64,10.72,15940,17980,22290
A1,2,Fitness Trainers and Aerobics Instructors,2090,6.5,17.49,36380,8.72,17.58,25.65,18130,36570,53360
A1,2,Recreation Workers,3930,3.3,11.42,23760,7.85,9.92,17.85,16340,20630,37120
A1,2,Residential Advisors,1710,9.5,10.82,22500,7.99,10.27,14.51,16610,21370,30180
A1,2,"Personal Care and Service Workers, All Other",200,21.6,12.2,25380,7.94,10.79,20.65,16510,22440,42960
A1,2,Sales and Related Occupations,217860,1.1,15.78,32830,7.94,10.85,29.37,16520,22560,61100
A1,2,First-Line Supervisors of Retail Sales Workers,24730,2.3,19.74,41070,10.79,17.44,29.02,22450,36280,60370
A1,2,First-Line Supervisors of Non-Retail Sales Workers,3400,4.1,37.5,78010,18.26,34.02,61.12,37980,70770,127130
A1,2,Cashiers,72170,2.2,9.02,18760,7.71,8.77,11.41,16030,18230,23730
A1,2,Counter and Rental Clerks,9060,4.9,12.32,25620,8.05,10.83,19.67,16750,22520,40920
A1,2,Parts Salespersons,3770,7.2,14.46,30090,8.33,12.91,23.43,17330,26860,48740
A1,2,Retail Salespersons,59620,2.6,12.49,25990,7.93,10.09,20.37,16500,20980,42370
A1,2,Advertising Sales Agents,1490,8.4,21.08,43850,8.99,16.11,38.6,18690,33510,80290
A1,2,Insurance Sales Agents,5870,4.5,27.99,58220,12.48,20.12,49.45,25950,41850,102860
A1,2,"Securities, Commodities, and Financial Services Sales Agents",1800,12.1,37.64,78300,14.54,23.76,75.99,30240,49430,158060
A1,2,Travel Agents,330,20.3,18.01,37470,12.69,17.24,26.73,26410,35860,55590
A1,2,"Sales Representatives, Services, All Other",5920,4.5,23.71,49320,12.04,20.61,39.66,25050,42860,82490
A1,2,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1150,13.7,40.6,84440,16.78,36.78,69.89,34910,76500,145370
A1,2,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",23460,2.4,30.26,62940,12.76,25.39,54.01,26540,52800,112350
A1,2,Demonstrators and Product Promoters,150,19.4,13.28,27630,7.95,11.47,21.5,16530,23860,44720
A1,2,Real Estate Brokers,220,20.5,33.09,68830,11.24,26.85,69.37,23370,55850,144290
A1,2,Real Estate Sales Agents,1110,14,29.39,61130,15.61,28.49,45.14,32470,59250,93900
A1,2,Sales Engineers,280,12.9,45.46,94550,27.07,40.72,72.09,56300,84690,149960
A1,2,Telemarketers,2690,10.1,11.43,23770,7.94,10.73,16.93,16520,22310,35220
A1,2,"Sales and Related Workers, All Other",610,5.4,14.43,30020,8.61,12.7,22.72,17920,26410,47260
A1,2,Office and Administrative Support Occupations,282300,0.8,15.7,32650,8.93,14.34,24.77,18570,29820,51520
A1,2,First-Line Supervisors of Office and Administrative Support Workers,17870,1.8,24.79,51560,13.99,23.58,37.23,29110,49040,77440
A1,2,"Switchboard Operators, Including Answering Service",1370,5.6,11.77,24480,8.41,11.34,15.95,17480,23580,33170
A1,2,Telephone Operators,80,7.1,*,*,*,*,*,*,*,*
A1,2,Bill and Account Collectors,4990,13.1,15.36,31940,10.41,14.26,22.52,21660,29670,46840
A1,2,Billing and Posting Clerks,7230,3.9,15.22,31660,10.6,14.78,20.37,22060,30740,42370
A1,2,"Bookkeeping, Accounting, and Auditing Clerks",21820,2,17.5,36400,11.14,16.8,25.59,23170,34950,53240
A1,2,Payroll and Timekeeping Clerks,2580,5.2,18.24,37940,11.49,17.7,25.83,23900,36810,53730
A1,2,Procurement Clerks,750,4.7,18.06,37560,11.5,18.61,24.15,23910,38710,50230
A1,2,Tellers,9000,3,12.82,26670,9.8,12.27,17.33,20390,25530,36050
A1,2,"Financial Clerks, All Other",120,24.9,19.68,40930,11.75,19.3,27.59,24450,40150,57380
A1,2,Brokerage Clerks,590,16.4,22.67,47150,15.81,21.94,30.57,32890,45630,63590
A1,2,Correspondence Clerks,50,6.2,14.97,31140,9.98,12.58,23.28,20760,26160,48410
A1,2,"Court, Municipal, and License Clerks",2520,2.5,15.47,32170,10.74,14.59,21.96,22330,30340,45670
A1,2,"Credit Authorizers, Checkers, and Clerks",400,7.4,16.41,34140,11.99,16.28,21.77,24930,33860,45280
A1,2,Customer Service Representatives,30670,4.6,15,31190,9.02,14,22.82,18760,29130,47460
A1,2,"Eligibility Interviewers, Government Programs",3160,1.1,19.66,40900,15.07,19,25.59,31350,39530,53230
A1,2,File Clerks,850,13,12.18,25330,8.12,11.55,17.83,16880,24010,37080
A1,2,"Hotel, Motel, and Resort Desk Clerks",4030,6.4,9.28,19300,7.77,9.05,11.54,16160,18830,24010
A1,2,"Interviewers, Except Eligibility and Loan",2980,3.4,13.68,28460,9.3,13.02,18.87,19350,27080,39250
A1,2,"Library Assistants, Clerical",1200,5.6,10.72,22300,7.86,9.46,16.19,16350,19670,33670
A1,2,Loan Interviewers and Clerks,3050,6.4,15.64,32530,10.67,14.92,22.13,22200,31030,46020
A1,2,New Accounts Clerks,460,20.6,15.93,33120,12.44,15.67,19.18,25870,32590,39890
A1,2,Order Clerks,1550,8.1,14.52,30200,8.4,13.77,22.61,17470,28640,47030
A1,2,"Human Resources Assistants, Except Payroll and Timekeeping",1800,4.4,17.09,35560,11.5,16.74,23.55,23930,34830,48980
A1,2,Receptionists and Information Clerks,13450,3.1,11.86,24670,8.34,11.41,16.13,17360,23730,33550
A1,2,Reservation and Transportation Ticket Agents and Travel Clerks,600,18,17.34,36070,9.96,15.06,27.73,20710,31320,57670
A1,2,"Information and Record Clerks, All Other",1310,1.3,19.92,41420,13.72,20.54,25.59,28540,42730,53230
A1,2,Cargo and Freight Agents,680,18.9,23.26,48380,13.56,23.1,32.6,28210,48060,67810
A1,2,Couriers and Messengers,1680,10,12.2,25370,8.1,11.36,18.11,16860,23620,37670
A1,2,"Police, Fire, and Ambulance Dispatchers",2320,5,15.71,32680,10.15,15.07,22.66,21110,31350,47130
A1,2,"Dispatchers, Except Police, Fire, and Ambulance",2260,5.7,20.19,41990,10.45,18.17,32.87,21730,37800,68380
A1,2,"Meter Readers, Utilities",680,7.9,16.84,35030,10.31,16.16,25.3,21450,33620,52620
A1,2,Postal Service Clerks,1280,0,22.99,47830,15.63,27.3,28.4,32510,56790,59070
A1,2,Postal Service Mail Carriers,5150,0,24.3,50540,16.65,26.54,30.82,34640,55200,64100
A1,2,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1060,0,23.77,49440,15.63,26.78,27.31,32510,55700,56800
A1,2,"Production, Planning, and Expediting Clerks",2530,3,23.03,47910,12.93,22.78,33.8,26880,47380,70310
A1,2,"Shipping, Receiving, and Traffic Clerks",8370,4.7,14.6,30360,9.01,13.7,22.09,18750,28500,45940
A1,2,Stock Clerks and Order Fillers,22610,2.6,11.6,24130,7.98,10.56,17.36,16600,21970,36120
A1,2,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1640,15.8,13.75,28590,8.29,12.44,21.88,17230,25880,45500
A1,2,Executive Secretaries and Executive Administrative Assistants,3310,2.6,26.4,54910,18.24,25.5,36.5,37940,53040,75920
A1,2,Legal Secretaries,3880,8.6,18.51,38500,12.01,17.11,27.96,24980,35580,58160
A1,2,Medical Secretaries,4660,5.9,15.12,31440,10.3,14.27,21.87,21420,29680,45480
